"Product Name","Description","Brand","ProductPageUrl","OverallRatingRange","SecondaryRatingsAveragesQuality","SecondaryRatingsAveragesValue","Id","CID","SourceClient","LastModificationTime","LastModeratedTime","ProductId","CampaignId","UserLocation","AuthorId","IsFeatured","TotalClientResponseCount","TotalCommentCount","Rating","IsRecommended","Helpfulness","TotalFeedbackCount","TotalNegativeFeedbackCount","TotalPositiveFeedbackCount","ModerationStatus","SubmissionTime","ReviewText","Title","UserNickname","SecondaryRatings_Value_Value","SecondaryRatings_Quality_Value"
"Minéral 89 Fortifying and Hydrating Daily Skin Booster","For the 1st time, a breakthrough skin care formula, combining 89% Mineralizing Thermal Water with Hyaluronic Acid, for a boosting effect. Minéral 89 fortifies and makes skin more resistant to help protect against external aggressors like pollution and cold weather. It boosts hydration to replenish the skin's moisture barrier.","Vichy","https://www.beautyboutique.ca/Categories/Skin-Care/Moisturizers/Daily-Moisturizers/Min%C3%A9ral-89-Fortifying-and-Hydrating-Daily-Skin-Booster/p/BB_3337875543248","5","3.75","4.5","187074039","f9804e52-23c5-5f99-90bb-cc1610d3b14b","beautyboutique","2017-06-21T21:00:11.000+00:00","2017-06-21T21:00:11.000+00:00","3337875543248","BV_REVIEW_DISPLAY","Ottawa, ON, Canada","61gy99ixpqiobrmubot992sjk","False","0","0","5","True","1.0","4","0","4","APPROVED","2017-06-20T19:27:08.000+00:00","This is an amazing product. I've had it for 4 days, and my skin is so much fresher looking.. my makeup even works better. Not oily or greasy, and the lines of dehydration around my eyes are gone. Well done Vichy!","Wow!!","Stephanie J","5","5"
"Minéral 89 Fortifying and Hydrating Daily Skin Booster","For the 1st time, a breakthrough skin care formula, combining 89% Mineralizing Thermal Water with Hyaluronic Acid, for a boosting effect. Minéral 89 fortifies and makes skin more resistant to help protect against external aggressors like pollution and cold weather. It boosts hydration to replenish the skin's moisture barrier.","Vichy","https://www.beautyboutique.ca/Categories/Skin-Care/Moisturizers/Daily-Moisturizers/Min%C3%A9ral-89-Fortifying-and-Hydrating-Daily-Skin-Booster/p/BB_3337875543248","5","3.75","4.5","187904696","96657c60-c841-5730-85f2-1ab1f247e41d","beautyboutique","2017-06-26T22:30:12.000+00:00","2017-06-26T22:30:12.000+00:00","3337875543248","BV_REVIEW_DISPLAY","Chilliwack, BC, Canada","t2aje7rbmqy3o7vch22faij2c","False","0","0","5","True","1.0","2","0","2","APPROVED","2017-06-25T05:41:37.000+00:00","I bought this product 2 weeks ago, I'm very oily/acne prone and sensitive and omg this has worked so good as the first step in my skincare regime! It hydrates and plumps but just makes my skin feel so nourished, and not greasy whatsoever...it sinks in so quickly so it's perfect! I also love that I can putt this on my eyes and lips, I feel this has really upped my skin care game, great job Vichy!!","Amazing product !!","MyrG","5","1"
"Minéral 89 Fortifying and Hydrating Daily Skin Booster","For the 1st time, a breakthrough skin care formula, combining 89% Mineralizing Thermal Water with Hyaluronic Acid, for a boosting effect. Minéral 89 fortifies and makes skin more resistant to help protect against external aggressors like pollution and cold weather. It boosts hydration to replenish the skin's moisture barrier.","Vichy","https://www.beautyboutique.ca/Categories/Skin-Care/Moisturizers/Daily-Moisturizers/Min%C3%A9ral-89-Fortifying-and-Hydrating-Daily-Skin-Booster/p/BB_3337875543248","5","3.75","4.5","187986348","55ec8706-9cf7-5395-8c75-7ba352f3616b","beautyboutique","2017-06-28T11:45:18.000+00:00","2017-06-28T11:45:18.000+00:00","3337875543248","BV_REVIEW_DISPLAY","Toronto, ON, Canada","ozolanw37ivnr4enzfyk7cowq","False","0","0","5","True","1.0","1","0","1","APPROVED","2017-06-26T15:59:25.000+00:00","This product is great if you feel like your skin is lacking moisture, been using this for a week and I start to see that my skin is getting less oily!","Great boost of moisture to your skin!","lm0826","4","5"
"Minéral 89 Fortifying and Hydrating Daily Skin Booster","For the 1st time, a breakthrough skin care formula, combining 89% Mineralizing Thermal Water with Hyaluronic Acid, for a boosting effect. Minéral 89 fortifies and makes skin more resistant to help protect against external aggressors like pollution and cold weather. It boosts hydration to replenish the skin's moisture barrier.","Vichy","https://www.beautyboutique.ca/Categories/Skin-Care/Moisturizers/Daily-Moisturizers/Min%C3%A9ral-89-Fortifying-and-Hydrating-Daily-Skin-Booster/p/BB_3337875543248","5","3.75","4.5","189319614","bfa0b87f-436e-5919-8604-4ccd73ee3770","beautyboutique","2017-07-12T12:00:26.000+00:00","2017-07-12T12:00:26.000+00:00","3337875543248","BV_REVIEW_DISPLAY","Toronto, ON, Canada","eaj3swjhdtd4v7tghwg65lbse","False","0","0","4","True","","0","0","0","APPROVED","2017-07-11T02:04:23.000+00:00","I bought this product to help boost my current moisturizer. I have been using it for about a month and am enjoying it. This product is absorbed very quickly by my skin and leaves it hydrated. It is very lightweight and doesn't have any scent which is also a plus for me!","My skin sucked it right up!","cupcakeM","4","4"
"Minéral 89 Fortifying and Hydrating Daily Skin Booster","For the 1st time, a breakthrough skin care formula, combining 89% Mineralizing Thermal Water with Hyaluronic Acid, for a boosting effect. Minéral 89 fortifies and makes skin more resistant to help protect against external aggressors like pollution and cold weather. It boosts hydration to replenish the skin's moisture barrier.","Vichy","https://www.beautyboutique.ca/Categories/Skin-Care/Moisturizers/Daily-Moisturizers/Min%C3%A9ral-89-Fortifying-and-Hydrating-Daily-Skin-Booster/p/BB_3337875543248","5","3.75","4.5","188857142","e725e10d-3ea0-5845-96a0-64b6fe4ac87a","vichy-canada","2017-07-07T01:45:10.000+00:00","2017-07-07T01:45:10.000+00:00","3337875543248","BV_REVIEW_DISPLAY","","orak5tef3b7hvst756rpav3u5","False","0","0","5","True","","0","0","0","APPROVED","2017-07-06T17:22:53.000+00:00","This product is amazing. I have been using it for a few days now and its absolutely refreshing and leaves my skin looking perfect. I would highly recommend this to anyone! Very easy to use and there is no greasy feel. Skin felt amazing for the whole day after using it.","Love it! My Skin feels amazing","Alice Hunnam","",""
"Minéral 89 Fortifying and Hydrating Daily Skin Booster","For the 1st time, a breakthrough skin care formula, combining 89% Mineralizing Thermal Water with Hyaluronic Acid, for a boosting effect. Minéral 89 fortifies and makes skin more resistant to help protect against external aggressors like pollution and cold weather. It boosts hydration to replenish the skin's moisture barrier.","Vichy","https://www.beautyboutique.ca/Categories/Skin-Care/Moisturizers/Daily-Moisturizers/Min%C3%A9ral-89-Fortifying-and-Hydrating-Daily-Skin-Booster/p/BB_3337875543248","5","3.75","4.5","188665967","508d67cd-5304-5eb3-93f2-3a5388f6c353","vichy-canada","2017-07-04T17:16:20.000+00:00","2017-07-04T17:16:20.000+00:00","3337875543248","BV_REVIEW_DISPLAY","","VCA_00225634","False","0","0","5","True","","0","0","0","APPROVED","2017-07-04T10:35:50.000+00:00","My skin literally drinks it in.  It is absorbed very quickly.  It isn't the type of product that takes forever to soak in and your skin is smooth afterwards, never tacky or greasy feeling. Will buy this again and again.","Love It!!","bailey05","",""
"Minéral 89 Fortifying and Hydrating Daily Skin Booster","For the 1st time, a breakthrough skin care formula, combining 89% Mineralizing Thermal Water with Hyaluronic Acid, for a boosting effect. Minéral 89 fortifies and makes skin more resistant to help protect against external aggressors like pollution and cold weather. It boosts hydration to replenish the skin's moisture barrier.","Vichy","https://www.beautyboutique.ca/Categories/Skin-Care/Moisturizers/Daily-Moisturizers/Min%C3%A9ral-89-Fortifying-and-Hydrating-Daily-Skin-Booster/p/BB_3337875543248","5","3.75","4.5","188856260","d0ac05ce-6f8b-5bbc-992a-f7265487947d","vichy-canada","2017-07-07T01:45:10.000+00:00","2017-07-07T01:45:10.000+00:00","3337875543248","BV_REVIEW_DISPLAY","","dhavhjnsxk0cqt5lkhu9ihqvq","False","0","0","5","True","","0","0","0","APPROVED","2017-07-06T17:15:06.000+00:00","Pros: scent, alcohol, paraben and silicone free. super lightweight and very hydrating thanks to the hyaluronic acid
Cons: needs a bit of rubbing to sink into the sink","Super moisturizing!","Noor","",""
"Minéral 89 Fortifying and Hydrating Daily Skin Booster","For the 1st time, a breakthrough skin care formula, combining 89% Mineralizing Thermal Water with Hyaluronic Acid, for a boosting effect. Minéral 89 fortifies and makes skin more resistant to help protect against external aggressors like pollution and cold weather. It boosts hydration to replenish the skin's moisture barrier.","Vichy","https://www.beautyboutique.ca/Categories/Skin-Care/Moisturizers/Daily-Moisturizers/Min%C3%A9ral-89-Fortifying-and-Hydrating-Daily-Skin-Booster/p/BB_3337875543248","5","3.75","4.5","187732623","87833450-5f9b-5da5-8acf-2338775b4d64","vichy-canada","2017-06-24T05:00:03.000+00:00","2017-06-24T05:00:03.000+00:00","3337875543248","BV_REVIEW_DISPLAY","","szkocao73tjzxi7z77orldacm","False","0","0","5","True","","0","0","0","APPROVED","2017-06-23T23:52:07.000+00:00","Finally a product that fits my very sensitive skin !","very nice natural product","Sophie Morissette","",""
"Effaclar Serum","Pore-Refining Anti-Aging Serum: Fights imperfections and the signs of aging for clearer, younger-looking skin. Visibly tightens pores and refines skin texture.","La Roche Posay","https://www.beautyboutique.ca/Brands/La-Roche-Posay/Effaclar-Serum/p/BB_3337872413155","5","4.28571428571","4.42857142857","172124110","6c3ad902-83f5-558c-9876-22f0927dd745","beautyboutique","2017-01-04T00:00:22.000+00:00","2017-01-04T00:00:22.000+00:00","3337872413155","BV_REVIEW_DISPLAY","Toronto, ON, Canada","61n1x2t1xmqjepczhu7d7yvtr","False","0","0","5","True","1.0","1","0","1","APPROVED","2017-01-01T18:13:15.000+00:00","I'm really happy with this light feeling product. I haven't used the product long enough to see significant results. However, the serum feels great on the skin.","Good results!","Tara Christine","5","5"
"Effaclar Serum","Pore-Refining Anti-Aging Serum: Fights imperfections and the signs of aging for clearer, younger-looking skin. Visibly tightens pores and refines skin texture.","La Roche Posay","https://www.beautyboutique.ca/Brands/La-Roche-Posay/Effaclar-Serum/p/BB_3337872413155","5","4.28571428571","4.42857142857","177162538","747cf9ab-dc5f-5f5d-9681-51950bc603b7","beautyboutique","2017-02-24T04:00:07.000+00:00","2017-02-24T04:00:07.000+00:00","3337872413155","BV_REVIEW_DISPLAY","St. Albert, AB, Canada","e8aqrnr1t5qyyup3i0sw5n1lv","False","0","0","5","True","1.0","1","0","1","APPROVED","2017-02-24T03:09:34.000+00:00","I bought this as a ""peel"" type product recommended to me to help with some scarring. It has done wonders to help clear up red acne scars. I'm Hooked!","Love it! Has helped clear up red acne scars!","Dangergirl55","5","5"
