"Product Name","Description","Brand","ProductPageUrl","OverallRatingRange","SecondaryRatingsAveragesQuality","SecondaryRatingsAveragesValue","Id","CID","SourceClient","LastModificationTime","LastModeratedTime","ProductId","CampaignId","UserLocation","AuthorId","IsFeatured","TotalClientResponseCount","TotalCommentCount","Rating","IsRecommended","Helpfulness","TotalFeedbackCount","TotalNegativeFeedbackCount","TotalPositiveFeedbackCount","ModerationStatus","SubmissionTime","ReviewText","Title","UserNickname","SecondaryRatings_Value_Value","SecondaryRatings_Quality_Value"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","177986683","c7b61bcf-5593-59f2-a759-2f48bec6e9a7","beautyboutique","2017-04-12T13:45:21.000+00:00","2017-04-12T13:45:21.000+00:00","607710046931","BV_REVIEW_DISPLAY","Sudbury, ON, Canada","swelybeajdi8921jl38n2i3vi","False","0","0","5","True","1.0","17","0","17","APPROVED","2017-03-06T13:26:19.000+00:00","I've been wanting to try smashbox for a while now but really didn't want to spend a lot of money on full size versions, this is the perfect sample box and well worth the money if you just want to try it. I received this about 2 weeks ago and only have tried the shadow primer, and the hydrating under eye primer, I absolutely love it. It goes on so smooth and keeps my eye shadow in place, this I will definitely buy again. I also want to let you know I am 54 and I believe I have finally found a product that doesn't accentuate the wrinkles or crepeyness. I will write another review once I've tried the rest of the products.","Great Product","heideg","4","5"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","155056346","6215c273-9e57-5f03-9675-0264adbede9b","beautyboutique","2016-07-11T17:01:07.000+00:00","2016-07-11T17:01:07.000+00:00","607710046931","BV_REVIEW_DISPLAY","","3m1aaj2haxjn3vdiunh44bps7","False","0","0","5","True","1.0","13","0","13","APPROVED","2016-07-09T14:19:31.000+00:00","I bought this set of primers a little over a month ago and have really loved the products. This is a great set if you want to try out these products but don't want to pay full price. The primer water and foundation primer are my favourites in the set. I have oily skin and I find that these products help my makeup stay on longer. I will definitely be purchasing the full size products.","Great primer set!","kimkimcheee","5","5"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","159810034","25c6f080-8c23-541c-b35f-a78a7bc220cd","beautyboutique","2016-08-19T22:30:25.000+00:00","2016-08-19T22:30:25.000+00:00","607710046931","BV_PIE","Miramichi, NB, Canada","6lss1psx7nrnyfewqfbbyw6eh","False","0","0","5","True","1.0","12","0","12","APPROVED","2016-08-17T20:43:47.000+00:00","In searching for the products that I wanted I didn't want to spend a lot of money on full size versions in case they didn't work for me, but I'd have to say that these trial sizes are amazing and a must have for your purse or travel times.  The primer is effective and the mascara is great.  These trial kits are an excellent idea and should be available in more products.","Awesome samples","Maureen29","5","5"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","160634143","5697154c-8f23-57ed-a11c-35957ef8e9df","beautyboutique","2016-08-22T00:45:28.000+00:00","2016-08-22T00:45:28.000+00:00","607710046931","BV_REVIEW_DISPLAY","Chatham-Kent, ON, Canada","hwlzr3q7cm1gn7qoln5uhibv9","False","0","0","5","","1.0","8","0","8","APPROVED","2016-08-20T02:03:27.000+00:00","Surprisingly small package but great assortment of primers to test before you invest. The shadow and face primers alone are worth the cost. Fell in love with them and will purchase the full size, although these have lasted a long time. The primer water is good too but would never have tried it otherwise. Good purchase!","Small but mighty!!","brimblet","5","5"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","178571392","479f4772-8366-54db-ab30-e02e0e3d04bb","beautyboutique","2017-03-15T14:30:22.000+00:00","2017-03-15T14:30:22.000+00:00","607710046931","BV_REVIEW_DISPLAY","Toronto, ON, Canada","ec7bo8uvwi8ak66qv4vwwxqp4","False","0","0","5","True","1.0","2","0","2","APPROVED","2017-03-14T14:38:16.000+00:00","These are good sizes for products that are only supposed to be samples. I bought this over the summer and I'm still using it! I love the hydration of the water primer but I also love smoothness of the foundation primer. I would definitely recommend others to try this kit. It also comes with a shadow primer and under eye primer. I already knew that Smashbox was a good line but trying these products and enjoying them made me look at other things in Smashbox and now I also have the 15 Hour Wear Hydrating Foundation as well as the More Than a Primer Blemish Control.","Great Sample Sizes!","Samantha Michelle","5","5"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","159138456","3daa6f43-7945-5d0f-bdf9-7bd14418c639","beautyboutique","2016-08-17T14:47:07.000+00:00","2016-08-17T14:47:07.000+00:00","607710046931","BV_REVIEW_DISPLAY","Vancouver, BC, Canada","6udavt3dsbu5hb9bg4zg51e12","False","0","0","5","True","1.0","7","0","7","APPROVED","2016-08-15T17:38:46.000+00:00","I love the primer, but got this to try on other products. I am in love with all these products. They really work, and what is more amazing is that, although I have an extremely sensitive skin to a lot of products, Smash Box products improve how my skin and make up feels in my daily use of the primer products. Love it.","Best value, Must try kit","Cosmi","5","5"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","162837547","973dca5b-3716-55ab-9f10-51847ce5e71d","beautyboutique","2016-09-05T19:15:28.000+00:00","2016-09-05T19:15:28.000+00:00","607710046931","BV_REVIEW_DISPLAY","Toronto, ON, Canada","iud6ghisr89m4km706jg5ol85","False","0","0","5","True","1.0","6","0","6","APPROVED","2016-09-05T15:00:25.000+00:00","I bought this kit about 4 months back and now I am struggling to find it in stores. It is an amazing value and the products that are featured are great sizes that actually last pretty long. I still have the eyeshadow primer left and the under eye primer. Smashbox does amazing with these kits as it is the main way to get me to purchase some new products.","Great value, all products are worth the try","Vickspicks","5","4"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","160690601","44d3cf82-74d6-5381-9b46-caa2b33a0386","beautyboutique","2016-08-22T14:15:40.000+00:00","2016-08-22T14:15:40.000+00:00","607710046931","BV_REVIEW_DISPLAY","Burnaby, BC, Canada","h8ls1y5n6fim0u5ks1nf9eigg","False","0","0","5","True","1.0","6","0","6","APPROVED","2016-08-20T16:33:24.000+00:00","I bought this to try the selected products most of all the primer water fell in love with it the first time using it awesome product .I love all the Smashbox products","Awesome","Carm72","5","5"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","160584075","453c2470-be51-52c6-80c5-9f4b3c8ca2a0","beautyboutique","2016-08-21T21:00:31.000+00:00","2016-08-21T21:00:31.000+00:00","607710046931","BV_REVIEW_DISPLAY","","5s9emw0hdidtri8k09lr8n1ps","False","0","0","4","True","1.0","5","0","5","APPROVED","2016-08-19T18:33:15.000+00:00","This primer when applied will give your foundation the perfect finish. I can't believe the difference using this product made giving me  flawless coverage. I would recommend this product to everyone.","Perfect coverage","SuzzieQ","4","5"
"Try It Kit: Primer Authority","See why Smashbox is the primer authority with this collection of our superstar primers in irresistible try-me sizes!","Smashbox","https://www.beautyboutique.ca/Categories/Gifts-%26-Sets/Makeup/Try-It-Kit%3A-Primer-Authority/p/BB_607710046931","5","4.77083333333","4.72916666667","177222101","64a57549-8785-54e8-92c2-5b9f16ae4bf8","beautyboutique","2017-02-25T15:15:16.000+00:00","2017-02-25T15:15:16.000+00:00","607710046931","BV_REVIEW_DISPLAY","Mississauga, ON, Canada","pxyb4o4npoeqk4jbyjglbm104","False","0","0","5","True","1.0","1","0","1","APPROVED","2017-02-25T14:54:12.000+00:00","I bought this kit to try out the eyelid primer and the under eye primer. I already own and use the foundation primer and setting spray, which are both fantastic products I use every day. I have yet to try a full eye look with the eyelid primer on so I can't really attest to whether it helps with the staying power of eye makeup. However, I just LOVE the under eye primer! It really helps reduce with creasing of my concealer and feels very moisturizing. Will definitely purchase the full-size version when I'm done with this.","Primo primers!","HappyNowIKnow","5","5"
