"Product Name","Description","Brand","ProductPageUrl","OverallRatingRange","SecondaryRatingsAveragesQuality","SecondaryRatingsAveragesValue","Id","CID","SourceClient","LastModificationTime","LastModeratedTime","ProductId","CampaignId","UserLocation","AuthorId","IsFeatured","TotalClientResponseCount","TotalCommentCount","Rating","IsRecommended","Helpfulness","TotalFeedbackCount","TotalNegativeFeedbackCount","TotalPositiveFeedbackCount","ModerationStatus","SubmissionTime","ReviewText","Title","UserNickname","SecondaryRatings_Value_Value","SecondaryRatings_Quality_Value"
"Strawberry Dry Shampoo & Body Powder","Delectable Dry Shampoo & Body Powder is a truly unique, talc-free loose powder designed for hair and body. This silky, luxurious blend works to absorb oil while adding volume. The translucent formula blends with any hair hue and skin type.","Delectable","https://www.beautyboutique.ca/Categories/Hair/Shampoos-%26-Conditioners/Strawberry-Dry-Shampoo-%26-Body-Powder/p/BZ93","5","5.0","4.5","172937119","bcada635-3be8-5277-84a6-badf5936819d","beautyboutique","2017-01-14T15:00:24.000+00:00","2017-01-14T15:00:24.000+00:00","823168000763","BV_REVIEW_DISPLAY","Vaughan, ON, Canada","2dgw70d88vwxcq1jucptyvk6r","False","0","0","5","","1.0","1","0","1","APPROVED","2017-01-13T06:55:50.000+00:00","I've used a few dry shampoos and this one performs really well and it has a nice strawberry scent.","Works great","Truthful","4","5"
"Strawberry Dry Shampoo & Body Powder","Delectable Dry Shampoo & Body Powder is a truly unique, talc-free loose powder designed for hair and body. This silky, luxurious blend works to absorb oil while adding volume. The translucent formula blends with any hair hue and skin type.","Delectable","https://www.beautyboutique.ca/Categories/Hair/Shampoos-%26-Conditioners/Strawberry-Dry-Shampoo-%26-Body-Powder/p/BZ93","5","5.0","4.5","177923439","89b379ef-1336-5e58-91ab-8efb3eba7f6b","beautyboutique","2017-03-05T04:15:07.000+00:00","2017-03-05T04:15:07.000+00:00","823168000763","BV_REVIEW_DISPLAY","","hoxb1lbnybtuvjkjnkyh8j4fp","False","0","0","5","","1.0","1","0","1","APPROVED","2017-03-05T03:20:21.000+00:00","I have blonde hair and this worked well for me. I'm not sure how it would perform on brunettes.","Blonde","fanster","",""
"Strawberry Dry Shampoo & Body Powder","Delectable Dry Shampoo & Body Powder is a truly unique, talc-free loose powder designed for hair and body. This silky, luxurious blend works to absorb oil while adding volume. The translucent formula blends with any hair hue and skin type.","Delectable","https://www.beautyboutique.ca/Categories/Hair/Shampoos-%26-Conditioners/Strawberry-Dry-Shampoo-%26-Body-Powder/p/BZ93","5","5.0","4.5","187920945","a610f24e-3659-5d07-9b20-ccd7333e2a31","beautyboutique","2017-06-27T12:15:27.000+00:00","2017-06-27T12:15:27.000+00:00","823168000763","BV_REVIEW_DISPLAY","","t6r5jcxuls163wtfr486j8t2g","False","0","0","5","True","","0","0","0","APPROVED","2017-06-25T16:35:29.000+00:00","This is the first dry shampoo I've tried and I really like it. I did an experiment and used it all over my head as a substitute to washing my hair, and it made my hair look better and less oily, but it wasn't as good as washing at that point. This works great as a touch-up throughout the day if my hair is getting oily. The scent is really cute and nice, too.","Great for hair touch-ups","LS2017","5","5"
"Ultimate Restore  Deep Repair Mask","For damaged or thinning hair. Patented NIA-114TM + Fibramend Ceramide Complex. Make a lasting recovery. Intensive treatment starts at the scalp surface to restore essential moisture while restructuring and smoothing overworked strands. Deeply nourishes for renewed vitality, resilience and softness. Free of sulfates (SLS/SLES), parabens, phthalates, and synthetic dyes. Safe for colour or chemically treated hair.","StriVectin","https://www.beautyboutique.ca/Categories/Hair/Hair-Treatments/Ultimate-Restore-Deep-Repair-Mask/p/BB_810907023657","5","5.0","3.75","182464804","992514c0-e554-53b4-9b27-1f6c1a0e10e1","beautyboutique","2017-04-28T22:15:09.000+00:00","2017-04-28T22:15:09.000+00:00","810907023657","BV_REVIEW_DISPLAY","Winnipeg, MB, Canada","643qwizulpgxiyo8am8vlgzhi","False","0","0","5","True","1.0","1","0","1","APPROVED","2017-04-28T21:52:49.000+00:00","Yes, this product does what it says it will do.  I use a lot of products from the Strivectin line and am happy with all of them.  I have fine, shoulder-length hair, it's not damaged but it IS fine.  I use this mask in place of my regular Nexxus conditioner and it's great.  It doesn't weigh down the hair, doesn't make it oily and gives a nice boost of body.  I've only ever used it once or twice a week, when I want my hair to look especially nice and it does a good job.  It looks like a heavy cream but it rinses clean and leaves your hair soft and manageable with no static.  Great for fine hair.  I really love this product.","Great product","Prairiegirl","5","5"
"Ultimate Restore  Deep Repair Mask","For damaged or thinning hair. Patented NIA-114TM + Fibramend Ceramide Complex. Make a lasting recovery. Intensive treatment starts at the scalp surface to restore essential moisture while restructuring and smoothing overworked strands. Deeply nourishes for renewed vitality, resilience and softness. Free of sulfates (SLS/SLES), parabens, phthalates, and synthetic dyes. Safe for colour or chemically treated hair.","StriVectin","https://www.beautyboutique.ca/Categories/Hair/Hair-Treatments/Ultimate-Restore-Deep-Repair-Mask/p/BB_810907023657","5","5.0","3.75","188403798","f1d8c9c3-3099-562d-9d42-ac2e6dce1c81","strivectin","2017-07-04T15:30:36.000+00:00","2017-07-04T15:30:36.000+00:00","810907023657","BV_RATING_SUMMARY","Florida, United States","ieruyaj9dytjy0rlh7xqzoxiq","False","0","0","4","True","","0","0","0","APPROVED","2017-07-02T15:36:30.000+00:00","I had tried a sample of this mask and I fell in love with one use. It left my hair smooth and hydrated. I loved the fact that it has to be massaged into the scalp unlike many other masks. I have thinning hair and hair loss and my hair and scalp is extremely dry and with one use I felt that my hair is hydrated and healthy. Despite the price, I decided to purchase a full size. I need to mention that this smelled a bit different than the sample I used, this has a rose water smell. Hopefully I will see greater results when the jar is finished. I gave it 4 star since I have only used it twice hopefully that will change when I am purchasing my second jar.","Hydrating","Doko","",""
"Ultimate Restore  Deep Repair Mask","For damaged or thinning hair. Patented NIA-114TM + Fibramend Ceramide Complex. Make a lasting recovery. Intensive treatment starts at the scalp surface to restore essential moisture while restructuring and smoothing overworked strands. Deeply nourishes for renewed vitality, resilience and softness. Free of sulfates (SLS/SLES), parabens, phthalates, and synthetic dyes. Safe for colour or chemically treated hair.","StriVectin","https://www.beautyboutique.ca/Categories/Hair/Hair-Treatments/Ultimate-Restore-Deep-Repair-Mask/p/BB_810907023657","5","5.0","3.75","164601417","c9b63aac-b280-5511-a881-10bf81664c03","beautyboutique","2016-09-18T01:45:10.000+00:00","2016-09-18T01:45:10.000+00:00","810907023657","BV_REVIEW_DISPLAY","Toronto, ON, Canada","2zll7t4l6gp28hdst12u0uqdn","False","0","0","4","True","1.0","1","0","1","APPROVED","2016-09-18T00:55:01.000+00:00","I noticed improvement in the quality and feel of my hair from the first time I used it. Problem is, I have thick, coarse medium length hair, that eats up product. There's only enough in the jar for about 5 applications. Also, it has a light, fresh scent. As with most deep conditioners, the longer you leave it on, the better.

I will probably buy again if it ever goes on sale or points promotion. But I'll save it until my hair needs serious intervention.","A little overpriced for the amount you get","TallRed","3","5"
"Ultimate Restore  Deep Repair Mask","For damaged or thinning hair. Patented NIA-114TM + Fibramend Ceramide Complex. Make a lasting recovery. Intensive treatment starts at the scalp surface to restore essential moisture while restructuring and smoothing overworked strands. Deeply nourishes for renewed vitality, resilience and softness. Free of sulfates (SLS/SLES), parabens, phthalates, and synthetic dyes. Safe for colour or chemically treated hair.","StriVectin","https://www.beautyboutique.ca/Categories/Hair/Hair-Treatments/Ultimate-Restore-Deep-Repair-Mask/p/BB_810907023657","5","5.0","3.75","178042277","01b947ab-3b67-5eb4-aca9-c15124db1f11","strivectin","2017-03-07T13:15:11.000+00:00","2017-03-07T13:15:11.000+00:00","810907023657","BV_PIE","San Francisco, CA, United States","114063","False","0","0","5","True","","0","0","0","APPROVED","2017-03-07T00:37:51.000+00:00","My mother is a hairdresser and has sent many different products to me in my fight of my thining hair, lack of luster, and dead ends. I was using Nioxon and that worked okay! Then, an dear friend I reconnected with on social media just had this gorgeous hair. I asked what she used and she said to use this product. I did, and I am amazed in Judy the first wash and deep conditioning mask. My hair started to get better and now it's really looking healthy and beautiful once again. 
I tell everyone about it!! A must try and it's worth the price!!!","Is a wonderful product!","SanFrannie","",""
"Ultimate Restore  Deep Repair Mask","For damaged or thinning hair. Patented NIA-114TM + Fibramend Ceramide Complex. Make a lasting recovery. Intensive treatment starts at the scalp surface to restore essential moisture while restructuring and smoothing overworked strands. Deeply nourishes for renewed vitality, resilience and softness. Free of sulfates (SLS/SLES), parabens, phthalates, and synthetic dyes. Safe for colour or chemically treated hair.","StriVectin","https://www.beautyboutique.ca/Categories/Hair/Hair-Treatments/Ultimate-Restore-Deep-Repair-Mask/p/BB_810907023657","5","5.0","3.75","171235647","e6d0011c-ead5-5264-99f2-3e7755dcec11","beautyboutique","2016-12-22T12:15:20.000+00:00","2016-12-22T12:15:20.000+00:00","810907023657","BV_REVIEW_DISPLAY","Edmonton, AB, Canada","l8ma8dfn0tpuahx5ozn15n7y1","False","0","0","4","True","","0","0","0","APPROVED","2016-12-20T22:34:54.000+00:00","My hair is incredibly thin due to medication and most products that I've tried really weigh down my hair and leave it looking flat so I can only use most products on the ends of my hair. I didn't have that problem with this product. I applied root to tip and still had body. I am using once a week and I don't think that I would go more than that just because of the price which I think is a little high.","My hair feels great","sslssg","3","5"
"Ultimate Restore  Deep Repair Mask","For damaged or thinning hair. Patented NIA-114TM + Fibramend Ceramide Complex. Make a lasting recovery. Intensive treatment starts at the scalp surface to restore essential moisture while restructuring and smoothing overworked strands. Deeply nourishes for renewed vitality, resilience and softness. Free of sulfates (SLS/SLES), parabens, phthalates, and synthetic dyes. Safe for colour or chemically treated hair.","StriVectin","https://www.beautyboutique.ca/Categories/Hair/Hair-Treatments/Ultimate-Restore-Deep-Repair-Mask/p/BB_810907023657","5","5.0","3.75","166625957","5eaf361c-d785-5192-abd0-5591368080c3","strivectin","2016-10-17T12:30:27.000+00:00","2016-10-17T12:30:27.000+00:00","810907023657","BV_PIE","Fort Wayne, IN, United States","b2d197e7d6d1de5c407313f575d12c6b","False","0","0","5","True","","0","0","0","APPROVED","2016-10-16T21:46:23.000+00:00","I received a sample of the Deep Repair Mask in the mail and could not believe how it made my hair soft, shiny, and manageable.  So I ordered the product.  I am over 65, have white thinning hair.  I use the product 2X's a week.  I definitely see and feel the results.  I use the product in the shower and my only suggestion is to make this in a pump or squeeze bottle.","Wow. This works!","MM93","",""
"Ultimate Restore  Deep Repair Mask","For damaged or thinning hair. Patented NIA-114TM + Fibramend Ceramide Complex. Make a lasting recovery. Intensive treatment starts at the scalp surface to restore essential moisture while restructuring and smoothing overworked strands. Deeply nourishes for renewed vitality, resilience and softness. Free of sulfates (SLS/SLES), parabens, phthalates, and synthetic dyes. Safe for colour or chemically treated hair.","StriVectin","https://www.beautyboutique.ca/Categories/Hair/Hair-Treatments/Ultimate-Restore-Deep-Repair-Mask/p/BB_810907023657","5","5.0","3.75","184493655","411e072d-ed43-573f-bcb0-2e1aff458b50","beautyboutique","2017-05-26T17:00:21.000+00:00","2017-05-26T17:00:21.000+00:00","810907023657","BV_REVIEW_DISPLAY","","35ms3s3yrj16f6fir9zsaquel","False","0","0","4","True","","0","0","0","APPROVED","2017-05-26T16:27:49.000+00:00","I started using this product a few months ago. I was looking for a deep conditioner for my dry, fine, wavy hair. I've been using it several times a week and I really like it. Offers good hydration without weighing it down, my hair looks shiny and has less frizz which is great. It has a nice smell which lingers in my hair. Smells fresh & clean but not overpowering.","Nice product","Natti04","",""
